id_leitura;data_leitura;id_sensor;tipo_equipamento;temp_ambiente;temp_processo;rotacao_rpm;pressao_hidraulica_bar;vibracao_acumulada;status_falha;alerta_fadiga_material;alerta_sobreaquecimento;alerta_pressao_critica;alerta_sobrecarga_eixo;alerta_falha_eletronica;observacoes_operador
7196;26/10/2024 18:59;M22055;M;3001;3101;14430;493;61;0;0;0;0;0;0;
7197;26/10/2024 19:59;H36610;H;3001;3101;14260;427;64;0;0;0;0;0;0;
7198;26/10/2024 20:59;L54377;L;3000;3100;14860;418;69;0;0;0;0;0;0;
7199;26/10/2024 21:59;M22058;M;3000;3099;15300;345;71;0;0;0;0;0;0;
7200;26/10/2024 22:59;L54379;L;3000;3099;15070;414;74;0;0;0;0;0;0;
7201;26/10/2024 23:59;L54380;L;3000;3099;16080;334;76;0;0;0;0;0;0;
7202;27/10/2024 00:59;L54381;L;3000;3098;14740;406;78;0;0;0;0;0;0;
7203;27/10/2024 01:59;L54382;L;3000;3097;13260;619;80;0;0;0;0;0;0;
7204;27/10/2024 02:59;M22063;M;2998;3096;14340;480;82;0;0;0;0;0;0;
7205;27/10/2024 03:59;L54384;L;2998;3096;15260;417;85;0;0;0;0;0;0;Verificar vibração
7206;27/10/2024 04:59;L54385;L;2998;3097;14830;396;87;0;0;0;0;0;0;
7207;27/10/2024 05:59;L54386;low;2998;3097;14570;519;89;0;0;0;0;0;0;
7208;27/10/2024 06:59;M22067;M;2997;3096;15400;344;91;0;0;0;0;0;0;
7209;27/10/2024 07:59;L54388;L;2998;3097;17070;291;94;0;0;0;0;0;0;
7210;27/10/2024 08:59;L54389;L;2998;3097;16240;342;96;0;0;0;0;0;0;
7211;27/10/2024 09:59;M22070;M;2998;3096;13310;502;98;0;0;0;0;0;0;
7212;27/10/2024 10:59;L54391;L;2998;3097;14310;403;101;0;0;0;0;0;0;Verificar vibração
7213;27/10/2024 11:59;M22072;M;2998;3097;17050;285;103;0;0;0;0;0;0;
7214;27/10/2024 12:59;M22073;M;2998;3098;14270;452;106;0;0;0;0;0;0;
7215;27/10/2024 13:59;M22074;M;2999;3098;16250;412;109;0;0;0;0;0;0;
7216;27/10/2024 14:59;L54395;L;2999;3098;14770;477;112;0;0;0;0;0;0;
7217;27/10/2024 15:59;M22076;M;3000;3099;16510;281;114;0;0;0;0;0;0;
7218;27/10/2024 16:59;L54397;L;2999;3098;17160;282;117;0;0;0;0;0;0;
7219;27/10/2024 17:59;H36632;H;2999;3098;14000;487;119;0;0;0;0;0;0;
7220;27/10/2024 18:59;M22079;M;2998;3097;15560;377;124;0;0;0;0;0;0;
7221;27/10/2024 19:59;L54400;low;2998;3097;14290;426;127;0;0;0;0;0;0;
7222;27/10/2024 20:59;H36635;H;2997;3096;14330;496;129;0;0;0;0;0;0;
7223;27/10/2024 21:59;M22082;M;2998;3097;13200;617;134;0;0;0;0;0;0;
7224;27/10/2024 22:59;L54403;L;2998;3096;13740;516;137;0;0;0;0;0;0;
7225;27/10/2024 23:59;L54404;L;2998;3096;15980;310;139;0;0;0;0;0;0;Verificar vibração
7226;28/10/2024 00:59;M22085;M;2998;3097;19100;218;141;0;0;0;0;0;0;Verificar vibração
7227;28/10/2024 01:59;L54406;L;2997;3096;13990;513;144;0;0;0;0;0;0;
7228;28/10/2024 02:59;L54407;low;2997;3096;17200;271;146;0;0;0;0;0;0;
7229;28/10/2024 03:59;H36642;H;2998;3097;13680;474;148;0;0;0;0;0;0;
7230;28/10/2024 04:59;L54409;L;2998;3098;17490;334;153;0;0;0;0;0;0;
7231;28/10/2024 05:59;L54410;L;2998;3098;15420;;155;0;0;0;0;0;0;
7232;28/10/2024 06:59;L54411;L;2998;3099;15530;366;157;0;0;0;0;0;0;
7233;28/10/2024 07:59;M22092;M;2999;3099;16390;;159;0;0;0;0;0;0;Verificar vibração
7234;28/10/2024 08:59;L54413;L;2999;3100;14470;459;162;0;0;0;0;0;0;
7235;28/10/2024 09:59;M22094;M;2998;3100;13970;481;164;0;0;0;0;0;0;
7236;28/10/2024 10:59;L54415;L;2998;3100;13610;538;167;0;0;0;0;0;0;
7237;28/10/2024 11:59;M22096;M;2998;3100;14600;371;169;0;0;0;0;0;0;
7238;28/10/2024 12:59;M22097;M;2998;3100;16320;337;172;0;0;0;0;0;0;
7239;28/10/2024 13:59;L54418;L;2998;3100;16970;360;175;0;0;0;0;0;0;
7240;28/10/2024 14:59;L54419;L;2998;3101;15530;420;177;0;0;0;0;0;0;
7241;28/10/2024 15:59;M22100;M;2999;3101;13620;563;179;0;0;0;0;0;0;Verificar vibração
7242;28/10/2024 16:59;M22101;M;2999;3100;14840;421;182;0;0;0;0;0;0;
7243;28/10/2024 17:59;H36656;H;2999;3101;14470;514;185;0;0;0;0;0;0;
7244;28/10/2024 18:59;M22103;M;3000;3102;13930;512;190;0;0;0;0;0;0;
7245;28/10/2024 19:59;L54424;L;3000;3102;17600;269;193;0;0;0;0;0;0;
7246;28/10/2024 20:59;L54425;L;3000;3101;14770;;195;0;0;0;0;0;0;
7247;28/10/2024 21:59;L54426;L;2999;3101;16810;291;197;0;0;0;0;0;0;
7248;28/10/2024 22:59;M22107;M;3000;3101;13140;535;199;0;0;0;0;0;0;
7249;28/10/2024 23:59;L54428;L;3000;3101;17620;280;202;0;0;0;0;0;0;
7250;29/10/2024 00:59;L54429;L;2999;3100;14020;447;204;0;0;0;;0;0;
7251;29/10/2024 01:59;M22110;M;3001;3102;14290;420;206;0;0;0;0;0;0;Verificar vibração
7252;29/10/2024 02:59;M22111;M;3002;3103;14480;401;209;0;0;0;0;0;0;
7253;29/10/2024 03:59;H36666;H;3002;3104;15010;429;212;0;0;0;0;0;0;
7254;29/10/2024 04:59;L54433;L;3003;3105;15220;391;217;0;0;0;0;0;0;
7255;29/10/2024 05:59;L54434;L;3003;3104;14930;375;219;0;0;0;0;0;0;
7256;29/10/2024 06:59;M22115;M;3002;3103;17040;294;221;0;0;0;0;0;0;
7257;29/10/2024 07:59;H36670;H;3002;3103;14080;425;0;0;0;0;0;0;0;
7258;29/10/2024 08:59;L54437;L;3002;3104;15180;;5;0;0;0;0;0;0;Verificar vibração
7259;29/10/2024 09:59;L54438;L;3003;3104;17420;259;7;0;0;0;0;0;0;
7260;29/10/2024 10:59;M22119;M;3004;3105;15000;430;9;0;0;0;0;0;0;
7261;29/10/2024 11:59;L54440;L;3004;3105;24240;145;12;0;0;0;0;0;0;
7262;29/10/2024 12:59;L54441;L;3004;3105;18180;251;14;0;0;0;0;0;0;
7263;29/10/2024 13:59;M22122;M;3004;3106;15450;356;16;0;0;0;0;0;0;
7264;29/10/2024 14:59;L54443;L;3004;3106;14290;;19;0;0;0;0;0;0;
7265;29/10/2024 15:59;M22124;M;3004;3106;14480;449;21;0;0;0;0;0;0;
7266;29/10/2024 16:59;L54445;L;3004;3106;13840;487;24;0;0;0;0;0;0;
7267;29/10/2024 17:59;L54446;L;3004;3105;15780;328;26;0;0;0;0;0;0;
7268;29/10/2024 18:59;L54447;L;3005;3105;16950;267;28;0;0;0;0;0;0;
7269;29/10/2024 19:59;L54448;L;3005;3106;15430;362;30;0;0;0;0;0;0;
7270;29/10/2024 20:59;M22129;M;3004;3105;15400;334;32;0;0;0;0;0;0;Verificar vibração
7271;29/10/2024 21:59;L54450;L;3002;3104;18080;258;35;0;0;0;0;0;0;
7272;29/10/2024 22:59;M22131;M;3003;3104;12930;497;37;0;0;0;0;0;0;
7273;29/10/2024 23:59;L54452;L;300,2;3103;12020;595;40;0;0;0;0;0;0;
7274;30/10/2024 00:59;M22133;M;3002;3103;17040;;42;0;0;0;0;0;0;Verificar vibração
7275;30/10/2024 01:59;M22134;M;3002;3103;14780;381;45;0;0;0;0;0;0;
7276;30/10/2024 02:59;L54455;L;3002;3103;15140;387;48;0;0;0;0;0;0;
7277;30/10/2024 03:59;M22136;M;3001;3103;13500;488;50;0;0;0;0;0;0;
7278;30/10/2024 04:59;L54457;L;3001;3102;14750;542;53;0;0;0;0;0;0;
7279;30/10/2024 05:59;H36692;H;3000;3101;17140;287;55;0;0;0;0;0;0;
7280;30/10/2024 06:59;L54459;L;3000;3101;14650;409;60;0;0;0;0;0;0;
7281;30/10/2024 07:59;L54460;L;2999;3102;12880;696;62;1;0;0;10;0;0;
7282;30/10/2024 08:59;L54461;L;3000;3102;16750;297;64;0;0;0;0;0;0;
7283;30/10/2024 09:59;L54462;L;3000;3102;14860;364;66;0;0;0;0;0;0;
7284;30/10/2024 10:59;M22143;M;3000;3102;14430;587;68;0;0;0;0;0;0;
7285;30/10/2024 11:59;M22144;M;3001;3103;13450;571;71;0;0;0;0;0;0;Verificar vibração
7286;30/10/2024 12:59;M22145;M;3002;3104;12020;617;74;0;0;0;0;0;0;
7287;30/10/2024 13:59;M22146;M;3001;3104;14800;371;77;0;0;0;0;0;0;
7288;30/10/2024 14:59;M22147;M;3002;3104;15300;357;80;0;0;0;0;0;0;
7289;30/10/2024 15:59;M22148;M;3002;3106;19830;208;83;0;0;0;0;0;0;
7290;30/10/2024 16:59;L54469;L;3003;3106;14330;538;86;0;0;0;0;0;0;
7291;30/10/2024 17:59;L54470;L;3003;3106;18060;244;88;0;0;0;0;0;0;
7292;30/10/2024 18:59;L54471;L;3002;3105;14160;467;90;0;0;0;0;0;0;
7293;30/10/2024 19:59;M22152;M;3001;3104;15560;381;92;0;0;0;0;0;0;
7294;30/10/2024 20:59;L54473;L;3001;3105;16270;292;95;0;0;0;0;0;0;
7295;30/10/2024 21:59;L54474;low;3001;3106;18090;243;97;0;0;0;0;0;0;
7296;30/10/2024 22:59;M22155;M;3001;3105;13290;574;99;0;0;0;0;0;0;
7297;30/10/2024 23:59;H36710;H;3000;3104;18810;219;102;0;0;0;0;0;0;
7298;31/10/2024 00:59;L54477;L;3001;3105;15000;398;107;0;0;0;0;0;0;
7299;31/10/2024 01:59;L54478;L;3001;3105;15320;360;109;0;0;0;0;0;0;
7300;31/10/2024 02:59;L54479;L;3001;3105;14920;509;111;0;0;0;0;0;0;
7301;31/10/2024 03:59;L54480;L;3002;3106;14310;423;113;0;0;0;0;0;0;
7302;31/10/2024 04:59;L54481;L;3001;3104;15540;394;115;0;0;0;0;0;0;
7303;31/10/2024 05:59;L54482;L;3001;3105;14940;442;117;0;0;0;0;0;0;
7304;31/10/2024 06:59;L54483;L;3001;3106;13740;454;119;0;0;0;0;0;0;
7305;31/10/2024 07:59;L54484;L;3001;3105;13940;;121;0;0;0;0;0;0;
7306;31/10/2024 08:59;M22165;M;3000;3105;17900;257;123;0;0;0;0;0;0;
7307;31/10/2024 09:59;L54486;L;3001;3105;13560;458;126;0;0;0;0;0;0;
7308;31/10/2024 10:59;M22167;M;3000;3104;13850;521;128;0;0;0;0;0;0;
7309;31/10/2024 11:59;L54488;L;3000;3104;13330;491;131;0;0;0;0;0;0;
7310;31/10/2024 12:59;L54489;L;3000;3104;15050;;133;0;0;0;0;0;0;
7311;31/10/2024 13:59;L54490;L;3000;3105;16060;335;135;0;0;0;0;0;0;
7312;31/10/2024 14:59;H36725;H;3000;3105;15580;367;137;0;0;0;0;0;0;Verificar vibração
7313;31/10/2024 15:59;L54492;L;3000;3105;14120;524;142;0;0;0;0;0;0;
7314;31/10/2024 16:59;L54493;L;2999;3104;14080;384;144;0;0;0;0;0;0;
7315;31/10/2024 17:59;L54494;L;2999;3103;12680;533;146;0;0;0;0;0;0;Verificar vibração
7316;31/10/2024 18:59;L54495;L;2999;3104;14700;500;148;0;0;0;0;0;0;
7317;31/10/2024 19:59;L54496;L;2999;3104;14970;;150;0;0;0;0;0;0;
7318;31/10/2024 20:59;L54497;L;2999;3103;16380;291;152;0;0;0;0;0;0;
7319;31/10/2024 21:59;H36732;H;2999;3103;15350;439;154;0;0;0;0;0;0;
7320;31/10/2024 22:59;L54499;L;2998;3102;16540;327;159;0;0;0;0;0;0;
7321;31/10/2024 23:59;H36734;H;2998;3102;14110;497;161;0;0;0;0;0;0;
7322;01/11/2024 00:59;L54501;L;2998;3102;19110;235;166;0;0;0;0;0;0;
7323;01/11/2024 01:59;H36736;H;2998;3102;15730;333;168;0;0;0;0;0;0;
7324;01/11/2024 02:59;L54503;L;2999;3102;14790;463;173;0;0;0;0;0;0;
7325;01/11/2024 03:59;M22184;M;2999;3104;18200;266;175;0;0;0;0;0;0;
7326;01/11/2024 04:59;L54505;L;2999;3104;14190;457;178;0;0;0;0;0;0;
7327;01/11/2024 05:59;M22186;M;2999;3105;13350;529;180;0;0;0;0;0;0;
7328;01/11/2024 06:59;M22187;M;2999;3105;15760;394;183;0;0;0;0;0;0;
7329;01/11/2024 07:59;L54508;L;3000;3105;15170;422;186;0;0;0;0;0;0;
7330;01/11/2024 08:59;M22189;M;2999;3104;15760;343;188;0;0;0;0;0;0;
7331;01/11/2024 09:59;H36744;H;2998;3102;15370;366;191;0;0;0;0;0;0;
7332;01/11/2024 10:59;L54511;L;2998;3103;15240;342;196;0;0;0;0;0;0;
7333;01/11/2024 11:59;M22192;M;2998;3103;18050;237;198;0;0;0;0;0;0;
7334;01/11/2024 12:59;M22193;M;2999;3104;13670;533;201;0;0;0;0;0;0;
7335;01/11/2024 13:59;L54514;L;2998;3104;16940;303;204;0;0;0;0;0;0;
7336;01/11/2024 14:59;L54515;L;2999;3104;13280;499;206;0;0;0;0;0;0;
7337;01/11/2024 15:59;H36750;H;2999;3105;15490;;208;0;0;;0;0;0;
7338;01/11/2024 16:59;L54517;L;2999;3105;15390;328;213;0;0;0;0;0;0;Verificar vibração
7339;01/11/2024 17:59;L54518;L;2998;3105;14960;388;215;0;0;0;0;0;0;
7340;01/11/2024 18:59;L54519;L;2998;3104;15790;364;0;0;0;0;0;0;0;
7341;01/11/2024 19:59;L54520;L;2997;3103;13860;466;2;0;0;0;0;0;0;
7342;01/11/2024 20:59;L54521;L;2997;3103;15050;377;4;0;0;0;0;0;0;
7343;01/11/2024 21:59;M22202;M;2997;3103;16610;345;6;0;0;0;0;0;0;
7344;01/11/2024 22:59;L54523;L;2996;3102;14680;480;9;0;0;0;0;0;0;
7345;01/11/2024 23:59;L54524;L;2996;3101;13840;498;11;0;0;0;0;0;0;
7346;02/11/2024 00:59;L54525;L;2996;3102;13810;605;13;0;0;0;0;0;0;
7347;02/11/2024 01:59;L54526;L;2996;3102;14690;470;15;0;0;0;0;0;0;
7348;02/11/2024 02:59;L54527;L;2996;3102;16270;366;17;0;0;0;0;0;0;
7349;02/11/2024 03:59;H36762;H;2997;3103;14620;404;19;0;0;0;0;0;0;
7350;02/11/2024 04:59;L54529;L;2997;3102;16330;365;24;0;0;0;0;0;0;
7351;02/11/2024 05:59;L54530;L;2997;3102;14690;395;26;0;0;0;0;0;0;
7352;02/11/2024 06:59;L54531;L;2997;3102;14580;;28;0;0;0;0;0;0;
7353;02/11/2024 07:59;M22212;M;2997;3102;14400;428;30;0;0;0;0;0;0;
7354;02/11/2024 08:59;L54533;L;2998;3103;16870;304;33;0;0;0;0;0;0;
7355;02/11/2024 09:59;M22214;M;2997;3103;14290;477;35;0;0;;0;0;0;
7356;02/11/2024 10:59;L54535;L;2996;3102;15880;341;38;0;0;0;0;0;0;
7357;02/11/2024 11:59;L54536;L;2996;3102;13330;512;40;0;0;0;0;0;0;
7358;02/11/2024 12:59;L54537;L;2996;3101;14870;429;42;0;0;0;0;0;0;Verificar vibração
7359;02/11/2024 13:59;M22218;M;2995;3101;16590;315;44;0;0;0;0;0;0;
7360;02/11/2024 14:59;M22219;M;2994;3100;15120;432;47;0;0;0;0;0;0;
7361;02/11/2024 15:59;L54540;L;2995;3101;15850;352;50;0;0;0;0;0;0;
7362;02/11/2024 16:59;L54541;low;2995;3100;15020;385;52;0;0;0;0;0;0;
7363;02/11/2024 17:59;L54542;L;2995;3100;15940;351;54;0;0;0;0;0;0;Verificar vibração
7364;02/11/2024 18:59;L54543;L;2995;3100;14120;489;56;0;0;0;0;0;0;
7365;02/11/2024 19:59;L54544;L;2995;3099;14020;517;58;0;0;0;0;0;0;
7366;02/11/2024 20:59;L54545;L;2996;3101;20570;204;60;0;0;0;0;0;0;
7367;02/11/2024 21:59;H36780;H;2996;3101;15310;368;62;0;0;0;0;0;0;
7368;02/11/2024 22:59;M22227;M;2995;3101;13590;611;67;0;0;0;0;0;0;
7369;02/11/2024 23:59;M22228;M;2996;3102;16200;300;70;0;0;0;0;0;0;
7370;03/11/2024 00:59;M22229;M;2996;3101;16460;296;73;0;0;0;0;0;0;
7371;03/11/2024 01:59;M22230;M;2996;3101;14550;461;76;0;0;0;0;0;0;
7372;03/11/2024 02:59;L54551;L;2996;3102;15120;440;79;0;0;0;0;0;0;
7373;03/11/2024 03:59;L54552;L;2996;3102;14730;427;81;0;0;0;0;0;0;
7374;03/11/2024 04:59;L54553;L;2996;3101;15530;380;83;0;0;0;0;0;0;
7375;03/11/2024 05:59;L54554;L;2995;3100;13790;504;85;0;0;0;0;0;0;Verificar vibração
7376;03/11/2024 06:59;M22235;M;2994;3099;15670;406;87;0;0;0;0;0;0;
7377;03/11/2024 07:59;L54556;L;2995;3100;14810;431;90;0;0;0;0;0;0;
7378;03/11/2024 08:59;L54557;L;2995;3100;13490;527;92;0;0;0;0;0;0;
7379;03/11/2024 09:59;L54558;L;2995;3100;13880;524;94;0;0;0;0;0;0;
7380;03/11/2024 10:59;M22239;M;2996;3101;13570;487;96;0;0;0;0;0;0;
7381;03/11/2024 11:59;L54560;L;2996;3102;17430;248;99;0;0;0;0;0;0;
7382;03/11/2024 12:59;L54561;L;2997;3103;14950;431;101;0;0;0;0;0;0;
7383;03/11/2024 13:59;L54562;L;2998;3104;16980;283;103;0;0;0;0;0;0;
7384;03/11/2024 14:59;M22243;M;2997;3104;14100;445;105;0;0;0;0;0;0;
7385;03/11/2024 15:59;L54564;L;2997;3104;16140;362;108;0;0;0;0;0;0;
7386;03/11/2024 16:59;M22245;M;2998;3105;13750;539;110;0;0;0;0;0;0;
7387;03/11/2024 17:59;M22246;M;2998;3106;15740;318;113;0;0;0;0;0;0;
7388;03/11/2024 18:59;H36801;H;2998;3106;14230;446;116;0;0;0;0;0;0;
7389;03/11/2024 19:59;M22248;M;2998;3106;16940;313;121;0;0;0;0;0;0;
7390;03/11/2024 20:59;L54569;L;2998;3106;17070;325;124;0;0;0;0;0;0;
7391;03/11/2024 21:59;M22250;M;2997;3105;14900;412;126;0;0;0;0;0;0;
7392;03/11/2024 22:59;L54571;L;2997;3106;16750;;129;0;0;0;0;0;0;
7393;03/11/2024 23:59;M22252;M;2997;3105;14920;393;131;0;0;0;0;0;0;
7394;04/11/2024 00:59;M22253;M;2997;3105;15940;354;134;0;0;0;0;0;0;
7395;04/11/2024 01:59;L54574;L;2997;3106;14790;380;137;0;0;0;0;0;0;
7396;04/11/2024 02:59;M22255;M;2997;3106;15720;380;139;0;0;0;0;0;0;
7397;04/11/2024 03:59;L54576;L;2997;3106;16160;351;142;0;0;0;0;0;0;Verificar vibração
7398;04/11/2024 04:59;L54577;L;2997;3106;17370;261;144;0;0;0;0;0;0;
7399;04/11/2024 05:59;M22258;M;2997;3107;14980;378;146;0;0;0;0;0;0;
7400;04/11/2024 06:59;L54579;L;2996;3106;16420;351;149;0;0;0;0;0;0;
7401;04/11/2024 07:59;M22260;M;2996;3106;16330;342;151;0;0;0;0;0;0;
7402;04/11/2024 08:59;L54581;L;2998;3108;14090;519;154;0;0;0;0;0;0;
7403;04/11/2024 09:59;M22262;M;2998;3108;14630;435;156;0;0;0;0;0;0;
7404;04/11/2024 10:59;L54583;L;2998;3108;13760;486;159;0;0;0;0;0;0;
7405;04/11/2024 11:59;L54584;L;2998;3108;15530;322;161;0;0;0;0;0;0;
7406;04/11/2024 12:59;M22265;M;2998;3108;15300;352;163;0;0;0;0;0;0;
7407;04/11/2024 13:59;L54586;L;2998;3109;15450;407;166;0;0;0;0;0;0;
7408;04/11/2024 14:59;H36821;H;2998;3109;14270;472;168;0;0;0;0;0;0;
7409;04/11/2024 15:59;L54588;L;2999;3109;12920;511;173;0;0;0;0;0;0;Verificar vibração
7410;04/11/2024 16:59;L54589;L;2998;3109;20840;176;175;0;0;0;0;0;0;
7411;04/11/2024 17:59;L54590;L;2999;3110;17470;276;177;0;0;0;0;0;0;
7412;04/11/2024 18:59;L54591;L;3000;3111;14250;478;179;0;0;0;0;0;0;Verificar vibração
7413;04/11/2024 19:59;L54592;L;3000;3110;16370;336;181;0;0;0;0;0;0;
7414;04/11/2024 20:59;M22273;M;3001;3111;16160;352;183;0;0;0;0;0;0;
7415;04/11/2024 21:59;L54594;L;3001;3111;16190;334;186;0;0;0;0;0;0;
7416;04/11/2024 22:59;L54595;L;3001;3112;14890;391;188;0;0;0;0;0;0;Verificar vibração
7417;04/11/2024 23:59;M22276;M;3001;3112;14520;424;190;0;0;0;0;0;0;
7418;05/11/2024 00:59;M22277;M;3001;3113;14950;410;193;0;0;0;0;0;0;
7419;05/11/2024 01:59;M22278;M;3002;3114;14270;397;196;0;0;0;0;0;0;
7420;05/11/2024 02:59;L54599;L;3001;3114;15720;362;199;0;0;0;0;0;0;
7421;05/11/2024 03:59;L54600;L;3001;3113;15470;400;201;0;0;0;0;0;0;
7422;05/11/2024 04:59;M22281;M;3001;3114;13420;485;203;0;0;0;0;0;0;
7423;05/11/2024 05:59;L54602;L;3000;3112;13510;441;206;0;0;0;0;0;0;
7424;05/11/2024 06:59;L54603;L;3000;3113;14070;473;208;0;0;0;0;0;0;
7425;05/11/2024 07:59;M22284;M;3001;3114;15750;298;210;0;0;0;0;0;0;
7426;05/11/2024 08:59;M22285;M;3000;3114;17910;241;213;0;0;0;0;0;0;
7427;05/11/2024 09:59;M22286;M;3000;3114;16920;290;216;1;10;0;0;0;0;
7428;05/11/2024 10:59;L54607;L;3000;3114;16340;319;0;0;0;0;0;0;0;
7429;05/11/2024 11:59;M22288;M;3000;3114;18640;233;2;0;0;0;0;0;0;
7430;05/11/2024 12:59;L54609;L;3000;3114;15900;336;5;0;0;0;0;0;0;
7431;05/11/2024 13:59;M22290;M;3000;3114;13840;461;7;0;0;0;0;0;0;
7432;05/11/2024 14:59;M22291;M;3000;3114;13520;618;10;0;0;0;0;0;0;
7433;05/11/2024 15:59;L54612;L;3001;3114;14840;431;13;0;0;0;0;0;0;
7434;05/11/2024 16:59;M22293;M;3001;3114;19130;219;15;0;0;0;0;0;0;
7435;05/11/2024 17:59;L54614;L;3000;3114;15080;;18;0;0;0;0;0;0;
7436;05/11/2024 18:59;L54615;L;2999;3113;15040;407;20;0;0;0;0;0;0;
7437;05/11/2024 19:59;L54616;L;3000;3114;14870;412;22;0;0;0;0;0;0;
7438;05/11/2024 20:59;L54617;L;2998;3113;17270;300;24;0;0;0;0;0;0;
7439;05/11/2024 21:59;L54618;L;;3113;16470;275;26;0;0;0;0;0;0;
7440;05/11/2024 22:59;L54619;L;3000;3113;14930;414;28;0;0;0;0;0;0;
7441;05/11/2024 23:59;L54620;L;3000;3114;16550;296;30;0;0;;0;0;0;
7442;06/11/2024 00:59;M22301;M;2999;3114;13370;548;32;0;0;0;0;0;0;
7443;06/11/2024 01:59;L54622;L;3000;3115;16010;369;35;0;0;0;0;0;0;
7444;06/11/2024 02:59;H36857;H;3001;3116;15890;379;37;0;0;0;0;0;0;
7445;06/11/2024 03:59;L54624;L;3002;3117;12860;551;42;0;0;0;0;0;0;
7446;06/11/2024 04:59;L54625;L;3002;3117;15530;413;44;0;0;0;0;0;0;
7447;06/11/2024 05:59;L54626;L;3002;3118;13790;510;46;0;0;0;0;0;0;
7448;06/11/2024 06:59;M22307;M;3003;3119;16770;308;48;0;0;0;0;0;0;
7449;06/11/2024 07:59;L54628;L;3003;3118;14880;384;51;0;0;0;0;0;0;Verificar vibração
7450;06/11/2024 08:59;L54629;L;3003;3118;14180;459;53;0;0;0;0;0;0;
7451;06/11/2024 09:59;L54630;L;3003;3118;14510;410;55;0;0;0;0;0;0;
7452;06/11/2024 10:59;L54631;L;3003;3118;15080;431;57;0;0;0;0;0;0;
7453;06/11/2024 11:59;L54632;L;3003;3117;15790;336;59;0;0;0;0;0;0;
7454;06/11/2024 12:59;H36867;H;3003;3117;14320;477;61;0;0;0;0;0;0;
7455;06/11/2024 13:59;L54634;L;3002;3116;14460;473;66;0;0;0;0;0;0;
7456;06/11/2024 14:59;M22315;M;3002;3117;15970;395;68;0;0;0;0;0;0;
7457;06/11/2024 15:59;M22316;M;3002;3117;13970;502;71;0;0;0;0;0;0;
7458;06/11/2024 16:59;L54637;L;3001;3116;15300;366;74;0;0;0;0;0;0;
7459;06/11/2024 17:59;M22318;M;3001;3116;14330;514;76;0;0;0;0;0;0;
7460;06/11/2024 18:59;L54639;L;3000;3115;15910;320;79;0;0;0;0;0;0;
7461;06/11/2024 19:59;L54640;L;3000;3115;14450;416;81;0;0;0;0;0;0;
7462;06/11/2024 20:59;L54641;L;3000;3115;17490;283;83;0;0;0;0;0;0;
7463;06/11/2024 21:59;L54642;L;3000;3113;17030;304;85;0;0;0;0;0;0;
7464;06/11/2024 22:59;H36877;H;3001;3114;15180;469;87;0;0;0;0;0;0;
7465;06/11/2024 23:59;L54644;L;3001;3113;15350;423;92;0;0;0;0;0;0;
7466;07/11/2024 00:59;M22325;M;3001;3114;13900;521;94;0;0;0;0;0;0;
7467;07/11/2024 01:59;H36880;H;3003;3116;18010;236;97;0;0;0;0;0;0;
7468;07/11/2024 02:59;H36881;H;3003;3116;14630;416;102;0;0;0;0;0;0;
7469;07/11/2024 03:59;L54648;L;3003;3116;15600;377;107;0;0;0;0;0;0;
7470;07/11/2024 04:59;L54649;L;3003;3116;16070;335;109;0;0;0;0;0;0;
7471;07/11/2024 05:59;L54650;L;3004;3116;13320;546;111;0;0;0;0;0;0;
7472;07/11/2024 06:59;L54651;L;3003;3117;13650;;113;0;0;0;0;0;0;
7473;07/11/2024 07:59;M22332;M;3003;3116;16170;325;115;0;0;0;0;0;0;
7474;07/11/2024 08:59;M22333;M;3003;3116;13040;628;118;0;0;0;0;0;0;
7475;07/11/2024 09:59;L54654;L;3003;3117;19890;223;121;0;0;0;0;0;0;Verificar vibração
7476;07/11/2024 10:59;H36889;H;3003;3116;13390;534;123;0;0;0;0;0;0;
7477;07/11/2024 11:59;L54656;L;3002;3115;14920;418;128;0;0;0;0;0;0;
7478;07/11/2024 12:59;M22337;M;3001;3113;15180;;130;0;0;0;0;0;0;
7479;07/11/2024 13:59;L54658;L;3001;3113;14790;395;133;0;0;0;0;0;0;
7480;07/11/2024 14:59;M22339;M;3001;3113;15230;341;135;0;0;0;0;0;0;
7481;07/11/2024 15:59;M22340;M;3002;3114;15700;353;138;0;0;0;0;0;0;
7482;07/11/2024 16:59;H36895;H;3002;3114;15060;361;141;0;0;0;0;0;0;Verificar vibração
7483;07/11/2024 17:59;M22342;M;3002;3116;15100;475;146;0;0;0;0;0;0;
7484;07/11/2024 18:59;L54663;L;3002;3116;16710;288;149;0;0;0;0;0;0;
7485;07/11/2024 19:59;M22344;M;3003;3116;13120;534;151;0;0;0;0;0;0;
7486;07/11/2024 20:59;L54665;L;3003;3116;15950;388;154;0;0;0;0;0;0;
7487;07/11/2024 21:59;L54666;L;3003;3117;16350;318;156;0;0;0;0;0;0;
7488;07/11/2024 22:59;L54667;L;3003;3117;17070;336;158;0;0;0;0;0;0;
7489;07/11/2024 23:59;L54668;L;3003;3117;15450;435;160;0;0;0;0;0;1;
7490;08/11/2024 00:59;M22349;M;3002;3116;17510;280;162;0;0;0;0;0;0;
7491;08/11/2024 01:59;M22350;M;3004;3118;17070;300;165;0;0;0;0;0;0;
7492;08/11/2024 02:59;L54671;L;3004;3118;13200;579;168;0;0;0;0;0;0;
